id,groupId,name,description,startDate,endDate,formattedLocation,countryDescription,attendeesCount,companyAttendeesCount,investorAttendeesCount,attendeeNamesConcatString,industrySectorsConcatString,industryGroupsConcatString,industryCodesConcatString
7382,7196,2026 American Supply Association Northeast Summit,"American Supply Association Northeast Summit is an event hosted for professionals focused on Medical & Pharma. The event brings together industry professionals to discuss the latest trends, challenges, and innovations in the supply chain sector allowing attendees expect a dynamic agenda featuring keynote speakers, panel discussions, and networking opportunities designed to foster collaboration and knowledge sharing.",2026-06-16,2026-06-17,"Newport, Rhode Island",United States,,,,,Healthcare,Healthcare Services,Other Healthcare Services
3141,3078,Digital Oilfields Canada Exhibition and Conference 2025,"The Digital Oilfields Canada Exhibition and Conference is set to take place at the Calgary Telus Convention Centre. This premier event serves as a vital gathering for industry leaders, innovators, and technology enthusiasts from across the oil and gas sector. Attendees will have the opportunity to explore the latest advancements in digital technology and automation that are transforming the landscape of oilfields across Canada. With a focus on enhancing operational efficiency and sustainability, the conference will feature insightful keynote speakers, interactive panel discussions, and a comprehensive exhibition showcasing cutting-edge products and services.",2025-07-09,2025-07-10,"Calgary, Canada",Canada,,,,,Business Products and Services (B2B),Commercial Services,Other Commercial Services
9507,9188,National Association of Mutual Insurance Companies Annual Convention 2025 (NAMIC),"NAMIC's 130th Annual Convention is an event hosted for mutual insurance company leaders, executives, and board members. The event brings together insurance industry professionals to connect on strategic leadership, regulatory updates, and innovation in mutual insurance, allowing attendees to gain insights, strengthen professional networks, and shape the future of the mutual insurance sector.",2025-09-28,2025-10-01,"San Diego, California",United States,57,57,3,"AM Best, Acrisure, American Association of Insurance Services, AmericanAg, Aon (NYS: AON), Arthur J. Gallagher & Company (NYS: AJG), At-Bay, BMS Group, BriteCore, CCC Intelligent Solutions (NAS: CCCS), Cogitate, Coverleaf analytics, DXC Technology (NYS: DXC), Eide Bailly, Epoq Legal US, Esquire Deposition Solutions, Factory Mutual Insurance Company, Farmers Mutual Hail Insurance Company of Iowa, Federal Home Loan Bank, Finys, Fitch Group, Gen Re, GloveBox, Grinnell Mutual Reinsurance, Guidewire Software (NYS: GWRE), Guy Carpenter, Hannover Re (ETR: HNR1), Holborn, Horizon Systems and Services, Inspect Connect, InsurePay, Insurity, InvoiceCloud, Jacobson, Majesco, Marias Technology, Mid-America Catastrophe Services, Mutual Capital Services, Mutual Re, Münchener Rückversicherungs-Gesellschaft (ETR: MUV2), NAMIC Insurance Company (NAMICO), Pacesetter Claims Service, Pilot Catastrophe, Pinnacle Actuarial Resources, PwC, Swiss Re (SWX: SREN), The Berwyn Group, The Mutual Group, Tokio Marine HCC, Total Expert, Tracker Claims Services, Trailblazer, TransRe, TransUnion (NYS: TRU), Travelers Companies (NYS: TRV), Truepic, Verisk Analytics (NAS: VRSK), Xceedance, ZestyAI, insured.io",Financial Services,Other Financial Services,Other Financial Services
11631,11142,Supply Chain and Logistics Summit 2025,"Supply Chain and Logistics Summit 2025 is an event hosted for leading senior procurement executives and innovative suppliers, and solution providers. The event brings together industry professionals to connect on advanced technologies such as AI, machine learning, big data, IoT, and robotics, allowing attendees to foster innovative thinking, share inspiring ideas, and promote community connections among procurement professionals.",2025-11-03,2025-11-04,"Westlake Village, California",United States,,,,,Business Products and Services (B2B),Commercial Services,Logistics
9517,9199,Financial Crime and Compliance Conference 2025,"Financial Crime and Compliance Conference 2025 is an event hosted for consumer, motor, and asset finance professionals. The event brings together industry professionals to connect on topics related to financial crime and compliance, allowing attendees to gain essential insights into the latest trends, regulatory changes, and best practices for preventing financial crime.",2025-09-30,2025-09-30,"London, United Kingdom",United Kingdom,,,,,Financial Services,Other Financial Services,Other Financial Services
13762,13003,Travel Leaders Forum,"The Travel Leaders Forum is a premier event tailored for travel industry professionals held in Sydney, Australia, organized by Connect Media. It focuses on actionable insights and real-world solutions by bringing together the leading voices shaping the sector. This forum addresses the rapidly evolving landscape influenced by geopolitical disruptions, emerging technologies, and shifting consumer expectations, which present complex strategic decisions for travel leaders. With the aim of redefining businesses for the next decade, the event serves as a catalyst for sustainable travel growth, providing attendees with essential tools, skills, and connections necessary for maximizing consumer engagement and building high-growth partnerships.The Forum is specifically designed for Australia's leading industry experts and decision-makers, ensuring that every conversation and connection delivers impactful value. Attendees will hear from industry-leading experts who will share transformative innovations and solutions relevant to the future of travel. The carefully curated content, produced with the support of Connect Media's vast network of industry specialists, addresses leading challenges and fosters innovation in the sector. Participants will leave equipped with the knowledge necessary to tackle tomorrow's pressing issues. The event also emphasizes the importance of networking, allowing attendees to build valuable connections with C-Suite leaders, VPs, and other key figures who are actively transforming the industry. To accommodate different attendees, there are various registration types available, including passes for in-house travel professionals as well as vendors and consultants. Each delegate pass includes access to sessions, refreshment breaks, and networking lunches, with strict policies in place regarding ticket sharing and entry requirements.",2026-09-17,2026-09-17,"Sydney, Australia",Australia,,,,,Consumer Products and Services (B2C),"Restaurants, Hotels and Leisure",Leisure Facilities
1032,1019,Basingstoke Business Expo 2025,"Basingstoke Business Expo is a business show on the 30th April 2025. This event is for company directors, managers, professionals, start-ups and entrepreneurs looking at starting or growing a business.

",2025-04-30,2025-04-30,"Reading, United Kingdom",United Kingdom,22,22,,"Bespoke IT Solutions UK, Enhanced, Federation Of Small Businesses, Flying Colours (Bracknell), Government of UK, Hand Picked Hotels, Hilton Worldwide Holdings (NYS: HLT), Howden Insurance, Impact Design & Print, Kjs Solicitors, LOCALiQ_UK, Lamb Brooks, Millstream Productions, One Dome, Philips Law, Provek, SOTS, Snows Motor Group, Southern Communications, Taylor Made Technologies, University Of Winchester, esformalInvestor_1738344216114zft, formal1738554688125lzq, formalCompany_1747615717285ocf, formalCompany_1747615723666pha, formalCompany_1747615730627phq, formalCompany_1755479096337onf","Business Products and Services (B2B), Healthcare","Commercial Services, Healthcare Services","Other Commercial Services, Other Healthcare Services"
7398,7212,Annual School Transportation Conference 2025,"WVAPT Annual School Transportation Conference 2025 is an event hosted for school transportation professionals, vendors, and educators. The event brings together transportation professionals to connect on pupil transportation safety, maintenance practices, and operational strategies, allowing attendees to gain insights, network with peers, and explore innovative solutions that enhance student transportation across West Virginia.",2025-07-21,2025-07-24,"Wheeling, West Virginia",United States,,,,,Business Products and Services (B2B),Commercial Services,Logistics
3156,3093,Build and Brain Conference 2025,"Build and Brain Conference is an event hosted for senior living developers, owners, operators, and capital providers. The event brings together industry professionals to connect on the future of senior housing development and design, allowing attendees to explore innovative strategies, align on investment goals, and gain insights into emerging trends that shape the next generation of senior living communities.",2025-11-06,2025-11-07,"Dallas, Texas",United States,17,17,,"American Bath Group, CareAcademy, CareScout, EasyShifts, Eugeria (Other Devices and Supplies), EyeWatch LIVE, Fairfield Chair Co., Guardian Pharmacy Services (NYS: GRDN), Heroes Home Health, National Health Investors (NYS: NHI), Rkaa Architects, SafelyYou, Select Rehabilitation, Sentrics, The Boelter Companies, Twenty/20 Management, dual path","Business Products and Services (B2B), Information Technology","Commercial Services, Other Information Technology","Construction and Engineering, Other Information Technology"
13766,13007,Hard Hats: Psychosocial and Workplace Hazards 2025,"Hard Hats: Psychosocial and Workplace Hazards 2025 is an event hosted for occupational health professionals, safety officers, HR leaders, and construction industry stakeholders. The event brings together industry professionals to connect on mental health challenges, stress factors, and safety risks in high-risk work environments, allowing attendees to explore strategies for fostering psychological resilience and improving workplace culture.",2025-11-18,2025-11-20,"Brisbane, Australia",Australia,,,,,Healthcare,Healthcare Services,Other Healthcare Services
11650,11159,Rise Up Summit 2025,"The Rise Up Summit 2025 is an event hosted for past presenters, thought leaders, and advocates engaged in transforming higher education in prison. The event brings together professionals and changemakers from education, justice reform, and community leadership to connect on strategic planning, mission alignment, and future visioning, allowing attendees to contribute insights that will directly shape the next chapter of Rise Up’s impact and foster transformative change across the field.",2025-09-10,2025-09-12,"College Park, Maryland",United States,2,2,2,"Andrew W. Mellon Foundation, Ascendium Education Group, Benedict College, Bonterra, Ithaka Harbors, JFFVentures, Jamii",Business Products and Services (B2B),Commercial Services,"Education and Training Services (B2B), Other Commercial Services"
7408,7222,Open Source SecurityCon 2025,"Open Source SecurityCon 2025 is a event for developers, security engineers, public sector experts, and technology leaders working to secure open source and cloud native ecosystems. The event brings together professionals to connect on secure software development, supply chain security, identity and access management, and open source public policy, allowing attendees to collaborate, share innovations, and explore strategies that strengthen the future of digital infrastructure.",2025-11-10,2025-11-10,"Atlanta, Georgia",United States,5,5,,"Chainguard, Dell Technologies (NYS: DELL), Docker, Red Hat, Seal Security","Business Products and Services (B2B), Information Technology","Commercial Services, IT Services","IT Consulting and Outsourcing, Security Services (B2B)"
7409,7223,"2026 World of Industry, Technology & Science","The World of Industry, Technology & Science (WoTS) is a biennial technology trade fair that brings together professionals, students, scientists, and tech enthusiasts to explore innovations and developments. Attendees can engage with exhibits, vote for the High Tech Trophy, and learn about cutting-edge products and services.",2026-09-22,2026-09-25,"Utrecht, Netherlands",Netherlands,,,,,"Healthcare, Information Technology","Other Information Technology, Pharmaceuticals and Biotechnology","Drug Discovery, Other Information Technology"
